iter	Logloss
907	0.138823782
908	0.1388178921
909	0.1388091907
910	0.1387914332
911	0.1387771306
912	0.1387589342
913	0.1387410154
914	0.1387326023
915	0.138720709
916	0.1387058936
917	0.138688776
918	0.1386721692
919	0.1386610077
920	0.1386481154
921	0.1386357438
922	0.1386231233
923	0.1386079504
924	0.1385917347
925	0.138584727
926	0.138567926
927	0.1385525483
928	0.1385374855
929	0.1385172122
930	0.1385088621
931	0.1384922874
932	0.1384750522
933	0.1384581624
934	0.1384425238
935	0.1384233209
936	0.138408843
937	0.1383921176
938	0.1383786278
939	0.138365035
940	0.1383544343
941	0.1383429531
942	0.1383348875
943	0.1383218491
944	0.1383105238
945	0.1382914737
946	0.1382833662
947	0.1382672492
948	0.1382548924
949	0.1382399425
950	0.138226303
951	0.1382122745
952	0.1381998027
953	0.1381902571
954	0.138177297
955	0.1381659655
956	0.1381502916
957	0.1381448232
958	0.1381331446
959	0.1381220236
960	0.1381100105
961	0.13809742
962	0.1380861252
963	0.1380766957
964	0.1380611263
965	0.138044559
966	0.1380305851
967	0.1380179053
968	0.1379968854
969	0.1379854976
970	0.1379750937
971	0.1379628366
972	0.1379459506
973	0.1379340184
974	0.1379243668
975	0.1379119642
976	0.1379002415
977	0.1378725672
978	0.1378554328
979	0.1378402908
980	0.137824134
981	0.1378134151
982	0.1378022599
983	0.1377890079
984	0.1377799727
985	0.1377661899
986	0.1377545601
987	0.1377428432
988	0.1377316182
989	0.1377176354
990	0.1377072446
991	0.1377008365
992	0.1376870983
993	0.1376746227
994	0.1376641884
995	0.137648619
996	0.1376337322
997	0.1376181082
998	0.1376070328
999	0.1375993142
